car,price,body,mileage,engType,registration,year,years since
Subaru,7999,sedan,155,Petrol,yes,2008,8
Toyota,17300,other,135,Gas,yes,2009,7
Volkswagen,3500,hatch,220,Petrol,yes,1994,22
Audi,3000,vagon,270,Diesel,yes,1998,18
Audi,2500,vagon,280,Other,no,1999,17
Mitsubishi,7700,sedan,139,Petrol,yes,2008,8
Mercedes-Benz,7600,sedan,384,Petrol,yes,2000,16
Renault,4999,sedan,114,Other,yes,2006,10
Toyota,18999,crossover,95,Petrol,yes,2011,5
Suzuki,6900,hatch,142,Petrol,yes,2007,9
Mercedes-Benz,32000,crossover,176,Gas,yes,2003,13
Subaru,11800,crossover,160,Petrol,yes,2008,8
Kia,7800,other,140,Petrol,yes,2007,9
Lexus,70000,crossover,13,Petrol,yes,2016,0
Nissan,7500,hatch,129,Petrol,yes,2008,8
Opel,4400,other,280,Petrol,yes,1996,20
Volkswagen,35000,crossover,20,Diesel,yes,2014,2
Subaru,38900,crossover,1,Diesel,yes,2016,0
Mercedes-Benz,0,other,24,Petrol,yes,2014,2
Mercedes-Benz,0,crossover,35,Diesel,yes,2015,1
Mercedes-Benz,0,crossover,27,Diesel,yes,2015,1
Mercedes-Benz,0,van,12,Diesel,yes,2015,1
Mercedes-Benz,2700,sedan,350,Diesel,yes,1988,28
BMW,23900,crossover,162,Petrol,yes,2007,9
Mercedes-Benz,0,sedan,25,Diesel,yes,2014,2
Volkswagen,55500,crossover,47,Diesel,yes,2016,0
Mercedes-Benz,0,sedan,20,Diesel,yes,2015,1
Mercedes-Benz,0,sedan,24,Diesel,yes,2015,1
Porsche,23500,crossover,136,Petrol,yes,2008,8
Mercedes-Benz,0,sedan,25,Diesel,yes,2014,2
Mercedes-Benz,187555,other,0,Petrol,yes,2016,0
Mercedes-Benz,109900,sedan,40,Diesel,yes,2014,2
Mercedes-Benz,0,sedan,20,Diesel,yes,2015,1
Mercedes-Benz,0,other,25,Petrol,yes,2014,2
Mercedes-Benz,116500,sedan,25,Diesel,yes,2015,1
Subaru,37900,crossover,0,Diesel,yes,2016,0
Subaru,0,crossover,1,Diesel,yes,2016,0
Mercedes-Benz,0,sedan,42,Diesel,yes,2014,2
BMW,64999,sedan,15,Petrol,yes,2012,4
Mercedes-Benz,124000,crossover,0,Petrol,yes,2016,0
Honda,0,crossover,1,Diesel,yes,2016,0
Hyundai,10200,other,82,Gas,yes,2008,8
Toyota,0,crossover,1,Diesel,yes,2016,0
Renault,11700,crossover,90,Diesel,yes,2011,5
Toyota,18990,crossover,95,Petrol,yes,2011,5
Mitsubishi,9200,sedan,48,Petrol,yes,2008,8
Toyota,8900,other,180,Petrol,yes,2003,13
Porsche,68000,crossover,38,Petrol,yes,2012,4
Volkswagen,1450,hatch,200,Gas,no,1992,24
Skoda,6000,hatch,145,Gas,yes,2008,8
Citroen,10800,van,41,Petrol,yes,2012,4
Honda,26000,crossover,68,Petrol,yes,2012,4
Citroen,11800,hatch,62,Gas,yes,2012,4
Peugeot,7100,van,170,Diesel,yes,2011,5
Hyundai,7400,hatch,112,Other,yes,2008,8
Ford,1300,hatch,345,Gas,yes,1986,30
Fiat,4800,hatch,113,Petrol,yes,2007,9
Skoda,6900,hatch,92,Petrol,yes,2009,7
Mercedes-Benz,0,crossover,131,Petrol,yes,2008,8
Mitsubishi,1180,sedan,280,Diesel,yes,1986,30
Volkswagen,12999,van,250,Diesel,yes,2009,7
Ford,11200,sedan,15,Petrol,yes,2015,1
Mazda,8777,sedan,152,Petrol,yes,2008,8
Mitsubishi,10800,crossover,165,Gas,yes,2007,9
Volkswagen,31500,crossover,1,Petrol,yes,2014,2
Ford,4200,van,200,Diesel,yes,2003,13
Kia,18700,crossover,34,Gas,yes,2012,4
Renault,3750,hatch,232,Petrol,yes,1997,19
Peugeot,9350,hatch,118,Diesel,yes,2012,4
BMW,11900,sedan,1,Petrol,yes,2002,14
Toyota,12500,crossover,201,Petrol,yes,2006,10
ZAZ,1600,hatch,170,Petrol,yes,1998,18
VAZ,3550,hatch,93,Petrol,yes,2008,8
Kia,6450,sedan,160,Petrol,yes,2007,9
Ford,680,sedan,100,Gas,yes,1980,36
Nissan,15000,other,96,Petrol,yes,2008,8
Mercedes-Benz,20500,sedan,222,Petrol,yes,2006,10
Citroen,10600,hatch,5,Petrol,yes,2014,2
Volkswagen,10900,vagon,185,Petrol,yes,2011,5
Mitsubishi,17500,crossover,170,Gas,yes,2008,8
Toyota,8420,other,150,Gas,yes,2005,11
VAZ,3900,crossover,163,Petrol,yes,2002,14
Ford,26300,crossover,75,Diesel,yes,2014,2
Mercedes-Benz,8000,sedan,300,Petrol,yes,2000,16
Suzuki,3499,hatch,57,Petrol,yes,1998,18
Volkswagen,13900,vagon,123,Gas,yes,2013,3
VAZ,3250,sedan,125,Gas,yes,2006,10
Audi,1999,sedan,400,Diesel,yes,1986,30
Toyota,11700,crossover,126,Gas,yes,2008,8
Chevrolet,5999,sedan,100,Petrol,yes,2006,10
VAZ,1400,sedan,1,Gas,yes,1996,20
Chevrolet,18500,sedan,51,Gas,yes,2012,4
Mercedes-Benz,1350,sedan,360,Diesel,no,1989,27
VAZ,2650,sedan,101,Petrol,yes,2005,11
Porsche,69900,sedan,40,Diesel,yes,2013,3
VAZ,2400,vagon,187,Petrol,yes,2000,16
Toyota,11800,sedan,90,Petrol,yes,2008,8
BYD,4900,sedan,92,Petrol,yes,2007,9
VAZ,2950,hatch,167,Gas,yes,2005,11
SsangYong,16700,crossover,39,Diesel,yes,2013,3
Audi,2550,vagon,1,Diesel,no,1998,18
Volkswagen,11700,van,185,Petrol,yes,2008,8
Skoda,8200,sedan,1,Gas,yes,2005,11
VAZ,2650,hatch,125,Petrol,yes,2004,12
VAZ,1500,sedan,200,Petrol,yes,2000,16
VAZ,3000,sedan,165,Other,yes,2006,10
Moskvich-AZLK,350,sedan,100,Other,yes,1985,31
Fiat,1600,other,2,Petrol,yes,1992,24
Opel,1250,sedan,200,Petrol,no,1996,20
Audi,13700,sedan,300,Diesel,yes,2005,11
Skoda,13777,vagon,175,Diesel,yes,2012,4
Mercedes-Benz,1700,sedan,300,Gas,no,1998,18
Smart,4200,other,170,Petrol,yes,2000,16
Kia,28900,crossover,58,Diesel,yes,2013,3
Infiniti,14900,crossover,130,Gas,yes,2005,11
MG,10500,hatch,57,Petrol,yes,2014,2
Mercedes-Benz,22900,sedan,74,Diesel,yes,2011,5
Renault,7450,other,190,Diesel,yes,2004,12
Kia,11500,crossover,128,Diesel,yes,2009,7
Audi,27300,other,65,Petrol,yes,2011,5
Mercedes-Benz,0,sedan,0,Petrol,yes,2016,0
Mercedes-Benz,33900,other,100,Petrol,yes,2007,9
UAZ,8100,crossover,10,Petrol,yes,2015,1
Porsche,0,sedan,5,Petrol,yes,2015,1
Mercedes-Benz,0,sedan,6,Diesel,yes,2014,2
Hyundai,34500,crossover,0,Diesel,yes,2016,0
Mazda,16264.95,hatch,0,Petrol,yes,2016,0
Mercedes-Benz,57000,sedan,43,Petrol,yes,2012,4
ZAZ,400,sedan,20,Petrol,yes,1990,26
Volkswagen,7000,van,250,Diesel,yes,2004,12
Toyota,39500,other,1,Diesel,yes,2016,0
Nissan,15800,crossover,150,Gas,yes,2008,8
Mitsubishi,9800,sedan,81,Petrol,yes,2009,7
VAZ,2850,sedan,94,Petrol,yes,2007,9
Infiniti,32000,crossover,87,Gas,yes,2011,5
Seat,9000,hatch,180,Other,yes,2007,9
Mazda,12500,vagon,73,Petrol,yes,2009,7
Mercedes-Benz,22000,crossover,160,Diesel,yes,2008,8
Nissan,16000,crossover,54,Petrol,yes,2013,3
Peugeot,9999,hatch,65,Petrol,yes,2012,4
Nissan,17000,crossover,51,Petrol,yes,2011,5
Lexus,20000,crossover,123,Gas,yes,2008,8
Hyundai,18000,crossover,55,Petrol,yes,2012,4
Subaru,14000,crossover,108,Petrol,yes,2007,9
Nissan,8500,sedan,89,Petrol,yes,2008,8
Peugeot,14500,sedan,75,Petrol,yes,2013,3
Volkswagen,22000,crossover,123,Diesel,yes,2009,7
Suzuki,14000,crossover,81,Petrol,yes,2009,7
Mitsubishi,16000,crossover,59,Petrol,yes,2012,4
Nissan,13500,crossover,95,Petrol,yes,2008,8
Mitsubishi,5800,vagon,230,Petrol,yes,2005,11
Lexus,28500,sedan,130,Petrol,yes,2009,7
Audi,10900,sedan,199,Petrol,yes,2004,12
Mazda,10900,other,99,Petrol,yes,2009,7
VAZ,1555,sedan,125,Petrol,yes,1987,29
Honda,17800,sedan,80,Petrol,yes,2011,5
Ford,1100,hatch,61,Petrol,yes,1986,30
VAZ,2500,hatch,200,Petrol,yes,2002,14
Citroen,9000,other,146,Diesel,yes,2007,9
Hyundai,10700,hatch,114,Diesel,yes,2011,5
VAZ,2300,hatch,137,Gas,yes,2004,12
Bentley,547800,sedan,0,Petrol,yes,2016,0
Smart,5950,hatch,150,Petrol,yes,2004,12
VAZ,3500,sedan,105,Gas,yes,2008,8
Peugeot,11900,crossover,167,Diesel,yes,2011,5
Moskvich-AZLK,1500,hatch,1,Petrol,yes,1964,52
Volkswagen,20900,sedan,25,Diesel,yes,2015,1
Chevrolet,4999,sedan,117,Petrol,yes,2008,8
Audi,9700,sedan,249,Diesel,yes,2004,12
SsangYong,12300,crossover,100,Diesel,yes,2010,6
Mitsubishi,24000,crossover,20,Diesel,yes,2013,3
Kia,12800,hatch,50,Petrol,yes,2012,4
Renault,12000,van,137,Diesel,yes,2012,4
Chevrolet,6200,sedan,125,Gas,yes,2005,11
ZAZ,800,hatch,247,Gas,yes,1994,22
Kia,22000,crossover,75,Gas,yes,2011,5
Toyota,17777,other,120,Gas,yes,2006,10
Land Rover,29999,other,130,Diesel,yes,2009,7
Toyota,39500,other,100,Diesel,yes,2008,8
Toyota,21999,other,65,Petrol,yes,2012,4
Toyota,63333,other,33,Diesel,yes,2013,3
Audi,23333,other,150,Petrol,yes,2007,9
Toyota,25999,other,108,Petrol,yes,2008,8
Skoda,14777,other,100,Petrol,yes,2011,5
Toyota,16500,other,130,Gas,yes,2004,12
Jaguar,39900,sedan,22,Petrol,yes,2015,1
Audi,48900,other,82,Petrol,yes,2007,9
Chevrolet,75000,other,10,Petrol,yes,2011,5
VAZ,2000,hatch,162,Gas,yes,2001,15
Volkswagen,6900,sedan,320,Gas,yes,2002,14
Renault,3400,hatch,77,Other,yes,1994,22
Volkswagen,9599,sedan,140,Petrol,yes,2008,8
Renault,15000,sedan,21,Diesel,yes,2014,2
VAZ,2650,hatch,120,Other,yes,2008,8
Peugeot,7400,hatch,145,Gas,yes,2006,10
Mitsubishi,21000,crossover,29,Gas,yes,2014,2
Mercedes-Benz,43999,sedan,132,Diesel,yes,2010,6
Chevrolet,5700,sedan,130,Petrol,yes,2006,10
Renault,9700,van,152,Diesel,yes,2010,6
BMW,13000,sedan,90,Petrol,no,2008,8
Skoda,5600,vagon,174,Petrol,yes,2001,15
VAZ,1999,hatch,10,Petrol,yes,1993,23
BMW,37500,other,55,Petrol,yes,2014,2
Ford,5000,hatch,180,Petrol,yes,2006,10
Opel,4900,van,240,Diesel,yes,2006,10
BMW,18700,crossover,260,Diesel,yes,2006,10
Moskvich-AZLK,550,sedan,30,Petrol,yes,1971,45
Renault,10500,hatch,148,Diesel,yes,2012,4
Mitsubishi,8200,sedan,160,Gas,yes,2007,9
SsangYong,10500,crossover,106,Diesel,yes,2008,8
Renault,7800,van,200,Diesel,yes,2002,14
Skoda,10900,vagon,95,Petrol,yes,2008,8
Daewoo,2780,hatch,62,Petrol,yes,2007,9
Smart,21091.34235,hatch,0,Petrol,yes,2016,0
Ford,4700,hatch,192,Other,yes,2008,8
Jaguar,32500,other,43,Petrol,yes,2007,9
BMW,13950,crossover,278,Diesel,yes,2003,13
Nissan,3200,sedan,177,Gas,yes,1995,21
Mercedes-Benz,11000,sedan,263,Diesel,yes,2001,15
VAZ,1300,sedan,160,Gas,yes,1991,25
Audi,39999,crossover,45,Diesel,yes,2014,2
BMW,19500,sedan,190,Petrol,yes,2004,12
Land Rover,35750,crossover,71,Diesel,yes,2013,3
Acura,30999,crossover,32,Other,yes,2010,6
Fiat,1900,sedan,290,Gas,yes,1996,20
Peugeot,2000,van,496,Other,yes,1996,20
Chevrolet,6999,hatch,113,Other,yes,2007,9
Citroen,1650,sedan,240,Diesel,no,2001,15
Renault,5800,van,143,Diesel,yes,2007,9
Volkswagen,2900,hatch,230,Petrol,yes,2000,16
Citroen,1600,sedan,200,Diesel,yes,2000,16
Hyundai,0,crossover,0,Diesel,yes,2016,0
Opel,1400,vagon,200,Petrol,no,1998,18
Land Rover,39900,crossover,120,Petrol,yes,2012,4
Ford,6899,van,189,Diesel,yes,2006,10
Land Rover,46900,crossover,50,Petrol,yes,2012,4
Geely,8400,sedan,53,Gas,yes,2014,2
Lexus,55000,crossover,85,Gas,yes,2011,5
Mercedes-Benz,31990,crossover,95,Petrol,yes,2010,6
Mercedes-Benz,24990,sedan,85,Petrol,yes,2008,8
Mercedes-Benz,30500,sedan,89,Petrol,yes,2008,8
Mercedes-Benz,23900,sedan,187,Petrol,yes,2007,9
BMW,52222,hatch,3,Diesel,yes,2016,0
Nissan,9000,sedan,25,Petrol,yes,2011,5
Audi,6200,sedan,200,Petrol,yes,2003,13
Mercedes-Benz,8400,other,457,Gas,yes,1996,20
Audi,8600,sedan,260,Diesel,yes,2002,14
Alfa Romeo,2300,sedan,94,Petrol,no,2000,16
Mitsubishi,15900,crossover,180,Gas,yes,2008,8
Nissan,21999,crossover,109,Diesel,yes,2005,11
Volvo,17000,sedan,135,Petrol,yes,2012,4
Hyundai,33500,crossover,0,Petrol,yes,2016,0
Volkswagen,2600,sedan,280,Diesel,no,2000,16
Volkswagen,16800,crossover,249,Diesel,yes,2005,11
Citroen,14222,van,42,Diesel,yes,2015,1
Opel,3800,sedan,327,Petrol,yes,1998,18
Infiniti,27900,sedan,49,Petrol,yes,2013,3
VAZ,4500,vagon,100,Gas,yes,2009,7
Volkswagen,7750,van,235,Diesel,yes,2004,12
Citroen,5777,other,103,Petrol,yes,2008,8
BMW,6699,sedan,299,Petrol,yes,2001,15
Porsche,36999,crossover,112,Diesel,yes,2010,6
Audi,6499,sedan,270,Petrol,yes,2000,16
Hyundai,9650,crossover,170,Diesel,yes,2006,10
BMW,9100,sedan,230,Gas,yes,2004,12
Fiat,2900,vagon,270,Diesel,no,2004,12
Fiat,6500,van,170,Diesel,yes,2009,7
Toyota,8500,hatch,55,Petrol,yes,2011,5
Volvo,24000,vagon,55,Diesel,yes,2013,3
BMW,3000,sedan,350,Other,yes,1992,24
Chevrolet,0,van,130,Petrol,yes,1998,18
Samand,5500,sedan,95,Gas,yes,2007,9
VAZ,4000,sedan,150,Petrol,yes,2007,9
Citroen,9100,van,110,Diesel,yes,2013,3
Peugeot,7500,other,167,Diesel,yes,2010,6
Kia,9750,crossover,150,Petrol,yes,2008,8
Fiat,3650,van,120,Diesel,yes,2001,15
Audi,39900,other,12,Petrol,yes,2014,2
Mercedes-Benz,5400,sedan,285,Diesel,no,2002,14
Volkswagen,2200,hatch,33,Diesel,yes,1985,31
Nissan,24000,crossover,161,Diesel,yes,2006,10
Kia,8500,sedan,150,Gas,yes,2008,8
Mitsubishi,22500,other,57,Other,yes,2013,3
Infiniti,42000,crossover,33,Petrol,yes,2014,2
Mercedes-Benz,7300,hatch,176,Petrol,yes,2004,12
Mazda,7000,sedan,170,Petrol,yes,2005,11
Kia,3300,van,300,Diesel,yes,1998,18
BMW,17800,vagon,159,Diesel,yes,2008,8
Hyundai,15450,crossover,63,Petrol,yes,2011,5
BMW,7400,sedan,279,Gas,yes,1998,18
Chevrolet,7500,sedan,120,Gas,yes,2006,10
Mercedes-Benz,4900,van,248,Diesel,yes,2003,13
VAZ,4200,hatch,73,Petrol,yes,2010,6
Subaru,18500,sedan,51,Petrol,yes,2011,5
Smart,3499,sedan,145,Petrol,yes,2000,16
Opel,3999,van,230,Diesel,yes,1999,17
Mitsubishi,22800,crossover,43,Petrol,yes,2013,3
Daewoo,3199,sedan,255,Gas,yes,1998,18
Renault,7300,van,200,Diesel,yes,2007,9
Chevrolet,6000,sedan,189,Petrol,yes,2006,10
Audi,11900,sedan,195,Gas,yes,2005,11
Honda,24000,sedan,68,Petrol,yes,2013,3
Citroen,7600,vagon,78,Petrol,yes,2012,4
Subaru,17000,sedan,115,Other,yes,2004,12
Hyundai,5500,hatch,110,Petrol,yes,2007,9
Volkswagen,17900,other,119,Diesel,yes,2012,4
Nissan,2000,sedan,268,Diesel,no,2000,16
Alfa Romeo,12000,sedan,150,Petrol,yes,2008,8
Volkswagen,7777,other,214,Other,yes,2007,9
Audi,8400,sedan,260,Gas,yes,2003,13
Renault,7900,van,149,Diesel,yes,2013,3
Land Rover,11000,crossover,270,Diesel,yes,1996,20
BMW,0,crossover,0,Diesel,yes,2016,0
VAZ,1600,sedan,123,Petrol,yes,1988,28
Mercedes-Benz,5800,sedan,366,Gas,yes,1991,25
VAZ,5990,crossover,1,Petrol,yes,1981,35
Mercedes-Benz,10550,other,128,Other,yes,2011,5
Ford,9900,van,213,Diesel,yes,2012,4
BMW,0,hatch,107,Petrol,yes,2006,10
Mercedes-Benz,42000,sedan,38,Diesel,yes,2014,2
BMW,68500,sedan,43,Petrol,yes,2013,3
Audi,2000,vagon,310,Other,no,1998,18
Toyota,2800,sedan,287,Petrol,yes,1995,21
VAZ,1500,vagon,300,Petrol,yes,1980,36
Land Rover,169900,crossover,0,Diesel,yes,2016,0
Honda,4000,sedan,350,Petrol,yes,1998,18
Kia,9300,sedan,163,Petrol,yes,2006,10
Suzuki,10800,hatch,85,Petrol,yes,2011,5
Skoda,7900,sedan,155,Gas,yes,2006,10
Toyota,27000,other,105,Diesel,yes,2013,3
Mazda,1500,sedan,1,Gas,yes,1986,30
Peugeot,6000,van,185,Diesel,yes,2005,11
Peugeot,8300,other,211,Gas,yes,2006,10
Kia,18300,crossover,119,Gas,yes,2011,5
Volkswagen,8350,van,1,Diesel,yes,2011,5
Toyota,18000,crossover,320,Diesel,yes,1999,17
Toyota,47700,crossover,810,Gas,yes,2010,6
Opel,11550,sedan,48,Petrol,yes,2009,7
Lincoln,6500,other,59,Petrol,yes,1995,21
VAZ,926.25,sedan,150,Petrol,yes,1986,30
Renault,14500,sedan,98,Diesel,yes,2014,2
Volkswagen,0,van,123,Petrol,yes,2013,3
Hyundai,6999,sedan,71,Other,yes,2008,8
Rover,2850,sedan,269,Diesel,no,2002,14
BMW,65000,crossover,58,Petrol,yes,2014,2
BMW,18100,crossover,200,Petrol,yes,2005,11
Toyota,22900,crossover,34,Petrol,yes,2012,4
Opel,3500,vagon,392,Diesel,yes,1999,17
Audi,13300,sedan,207,Petrol,yes,2004,12
Mercedes-Benz,13300,sedan,358,Gas,yes,2003,13
Hyundai,9500,hatch,45,Petrol,yes,2011,5
Renault,7200,vagon,224,Diesel,yes,2004,12
Volvo,5000,sedan,310,Petrol,yes,1996,20
Volkswagen,14900,sedan,73,Petrol,yes,2012,4
Mercedes-Benz,13999,van,98,Diesel,yes,2011,5
Hyundai,9700,vagon,42,Petrol,yes,2011,5
SsangYong,20410.845,crossover,0,Diesel,yes,2014,2
Kia,11200,other,151,Diesel,yes,2007,9
SsangYong,21337.095,crossover,0,Diesel,yes,2014,2
SsangYong,19595.745,crossover,0,Diesel,yes,2014,2
Volkswagen,7800,sedan,220,Gas,yes,2002,14
VAZ,2500,vagon,125,Gas,yes,2007,9
Volkswagen,7350,hatch,180,Petrol,yes,2003,13
SsangYong,12000,crossover,124,Diesel,yes,2008,8
Nissan,15300,hatch,25,Other,yes,2013,3
Toyota,76500,crossover,29,Diesel,yes,2014,2
Audi,1700,sedan,177,Petrol,no,1996,20
Dodge,4300,sedan,263,Petrol,yes,1995,21
Ford,6500,vagon,171,Petrol,yes,2008,8
Subaru,21000,sedan,3,Petrol,yes,2007,9
Mercedes-Benz,45000,sedan,1,Petrol,yes,2015,1
Volkswagen,5300,van,505,Diesel,yes,1995,21
Volkswagen,7300,sedan,125,Petrol,yes,2005,11
Skoda,9500,hatch,118,Petrol,yes,2009,7
Suzuki,9700,hatch,114,Petrol,yes,2009,7
Mercedes-Benz,5990,sedan,400,Gas,yes,1998,18
Citroen,6500,van,177,Diesel,yes,2008,8
Mercedes-Benz,18500,van,170,Diesel,yes,2010,6
Mitsubishi,7000,sedan,158,Petrol,yes,2007,9
Opel,3100,sedan,230,Diesel,yes,1998,18
BMW,52300,sedan,55,Diesel,yes,2013,3
Mercedes-Benz,58500,crossover,128,Diesel,yes,2013,3
VAZ,6700,sedan,65,Petrol,yes,2014,2
Skoda,6500,hatch,265,Gas,yes,2002,14
Citroen,10300,van,17,Petrol,yes,2011,5
Fiat,4000,van,999,Diesel,yes,1998,18
Honda,6999,sedan,320,Petrol,yes,2007,9
Toyota,24000,crossover,270,Diesel,yes,1994,22
Mercedes-Benz,0,van,273,Diesel,yes,2001,15
Mercedes-Benz,4900,sedan,282,Gas,yes,1993,23
Citroen,4500,van,1,Diesel,yes,2000,16
Toyota,15700,crossover,195,Gas,yes,2003,13
UAZ,5980,crossover,155,Gas,yes,2007,9
ZAZ,7898.319,sedan,3,Other,yes,2014,2
ZAZ,7039.5,sedan,9,Gas,yes,2015,1
Volkswagen,8700,hatch,148,Other,yes,2008,8
Volkswagen,12900,van,290,Diesel,yes,2008,8
Ford,3950,hatch,250,Petrol,yes,1995,21
BMW,8500,sedan,352,Petrol,yes,2001,15
Great Wall,8500,crossover,116,Petrol,yes,2006,10
VAZ,4800,sedan,80,Petrol,yes,2011,5
Mercedes-Benz,35500,sedan,100,Petrol,yes,2010,6
Mitsubishi,5700,sedan,176,Petrol,yes,2004,12
Daewoo,2999,sedan,225,Gas,yes,1998,18
Fiat,9700,van,141,Diesel,yes,2012,4
Mercedes-Benz,17990,crossover,230,Diesel,yes,2007,9
VAZ,2800,sedan,167,Petrol,yes,2002,14
Ford,8700,hatch,84,Petrol,yes,2010,6
Geely,7900,sedan,57,Petrol,yes,2014,2
Renault,18932.55,hatch,0,Diesel,yes,2016,0
Renault,18988.125,crossover,0,Diesel,yes,2016,0
Hyundai,18300,other,0,Other,yes,2012,4
Mercedes-Benz,17600,sedan,174,Diesel,yes,2005,11
Volkswagen,12500,van,190,Diesel,yes,2008,8
Renault,15820.35,sedan,0,Diesel,yes,2016,0
Hyundai,12500,sedan,50,Petrol,yes,2013,3
Jeep,55000,crossover,40,Petrol,yes,2011,5
Jeep,36999,crossover,0,Petrol,yes,2014,2
Volvo,4800,sedan,200,Gas,yes,1995,21
SsangYong,15500,crossover,87,Diesel,yes,2012,4
Skoda,8100,hatch,101,Petrol,yes,2011,5
Kia,11111,sedan,44,Gas,yes,2013,3
Nissan,2700,sedan,227,Petrol,yes,1996,20
Audi,6500,vagon,421,Diesel,yes,1996,20
Opel,5850,van,206,Diesel,yes,2011,5
Mercedes-Benz,35000,other,147,Petrol,yes,2001,15
Opel,3600,sedan,400,Gas,yes,1991,25
Chevrolet,3500,other,198,Gas,yes,2015,1
Opel,8700,van,305,Diesel,yes,2005,11
Chevrolet,6300,sedan,96,Other,yes,2008,8
Audi,31999,sedan,107,Diesel,yes,2009,7
Volkswagen,3100,sedan,390,Petrol,yes,1990,26
Mitsubishi,4800,hatch,206,Gas,yes,2001,15
BMW,2899,sedan,340,Diesel,yes,1988,28
Fiat,7100,other,105,Diesel,yes,2007,9
Renault,7650,van,151,Diesel,yes,2012,4
Renault,7400,vagon,200,Diesel,yes,2007,9
Citroen,6800,hatch,88,Petrol,yes,2009,7
Audi,63200,sedan,0,Petrol,yes,2016,0
Mercedes-Benz,12200,other,287,Petrol,yes,2000,16
JAC,4800,other,43,Petrol,yes,2014,2
Volkswagen,8650,van,108,Diesel,yes,2013,3
Great Wall,9800,crossover,47,Gas,yes,2008,8
Volkswagen,12850,crossover,200,Diesel,yes,2006,10
Volkswagen,15200,crossover,58,Petrol,yes,2008,8
Audi,62000,vagon,24,Diesel,yes,2015,1
Mercedes-Benz,39000,crossover,195,Gas,yes,2002,14
Volkswagen,9600,sedan,106,Petrol,yes,2011,5
Hyundai,9800,crossover,66,Petrol,yes,2007,9
Geely,5800,hatch,51,Gas,yes,2012,4
Mazda,8100,other,85,Petrol,yes,2004,12
Infiniti,23999,other,40,Petrol,yes,2008,8
BMW,13000,sedan,193,Petrol,yes,2003,13
Renault,7200,sedan,69,Petrol,yes,2012,4
Bentley,499999,crossover,0,Petrol,yes,2016,0
Suzuki,10950,crossover,181,Other,yes,2008,8
ZAZ,2300,hatch,208,Petrol,yes,2008,8
Mercedes-Benz,62000,crossover,150,Diesel,yes,2013,3
Mazda,10200,sedan,67,Petrol,yes,2009,7
Nissan,13000,hatch,45,Other,yes,2012,4
Geely,5600,sedan,39,Gas,yes,2013,3
VAZ,670,sedan,5,Petrol,yes,1987,29
Seat,7500,hatch,71,Petrol,yes,2010,6
Toyota,54000,crossover,147,Diesel,yes,2011,5
Kia,2500,sedan,300,Gas,yes,1998,18
Nissan,5300,hatch,107,Petrol,yes,2008,8
Audi,2800,sedan,330,Other,yes,1989,27
Opel,4450,vagon,165,Petrol,yes,2000,16
Nissan,12350,crossover,154,Gas,yes,2007,9
Toyota,29900,crossover,144,Gas,yes,2008,8
Mercedes-Benz,28500,hatch,15,Diesel,yes,2014,2
Hyundai,10900,sedan,115,Other,yes,2008,8
Hyundai,6200,sedan,112,Petrol,yes,2007,9
Volkswagen,13700,other,200,Diesel,yes,2005,11
Kia,6500,hatch,103,Petrol,yes,2006,10
BMW,5650,sedan,284,Petrol,yes,1998,18
ZAZ,1700,hatch,104,Petrol,yes,2008,8
Volkswagen,8900,van,169,Diesel,yes,2008,8
Mitsubishi,14500,crossover,167,Gas,yes,2008,8
Volkswagen,13500,van,124,Diesel,yes,2013,3
Daewoo,4299,hatch,65,Petrol,yes,2012,4
Honda,15300,sedan,46,Petrol,yes,2013,3
VAZ,1950,sedan,91,Petrol,yes,2005,11
Fiat,7800,hatch,90,Petrol,yes,2012,4
Subaru,16500,sedan,145,Petrol,yes,2013,3
Volkswagen,1899,hatch,300,Gas,yes,1984,32
VAZ,1250,sedan,150,Petrol,yes,1989,27
Daewoo,3300,sedan,140,Petrol,yes,2005,11
Opel,6150,sedan,87,Gas,yes,2007,9
Renault,7999,van,154,Diesel,yes,2008,8
Daewoo,3900,sedan,101,Petrol,yes,2008,8
Lexus,35000,crossover,87,Gas,yes,2007,9
Mazda,20000,sedan,25,Petrol,yes,2015,1
Volkswagen,11990,van,231,Diesel,yes,2002,14
Ford,12900,hatch,35,Petrol,yes,2014,2
BMW,32500,vagon,162,Diesel,yes,2012,4
Volkswagen,11990,van,231,Diesel,yes,2002,14
Opel,2150,hatch,300,Gas,yes,1987,29
Volkswagen,6400,van,181,Diesel,yes,2008,8
Volkswagen,1296.75,sedan,1,Petrol,yes,1980,36
Mercedes-Benz,18800,other,90,Petrol,yes,2008,8
Volkswagen,1300,other,10,Diesel,yes,1984,32
ZAZ,5800,sedan,46,Gas,yes,2013,3
Subaru,10200,sedan,112,Petrol,yes,2007,9
Mercedes-Benz,39900,other,88,Petrol,yes,2008,8
Renault,13500,van,198,Diesel,yes,2012,4
Lexus,15300,crossover,162,Petrol,yes,2006,10
Volkswagen,10200,van,153,Diesel,yes,2007,9
Toyota,2200,hatch,50,Petrol,yes,1991,25
Geely,9200,sedan,35,Petrol,yes,2015,1
ZAZ,1600,sedan,930,Gas,yes,2006,10
Mercedes-Benz,9000,sedan,198,Diesel,yes,2002,14
Chevrolet,44000,other,1,Petrol,yes,2016,0
Fiat,8900,vagon,124,Diesel,yes,2011,5
SsangYong,16500,crossover,73,Diesel,yes,2013,3
